distance,battery,voltage,time,year,month,day
3367.59716796875,0.847000002861023,4.014999866485597,2021-05-02 22:39:34,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8399999737739563,4.008999824523927,2021-05-02 22:47:30,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8399999737739563,4.008999824523927,2021-05-02 22:47:34,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8379999995231628,4.006999969482422,2021-05-02 23:03:25,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8379999995231628,4.006999969482422,2021-05-02 23:03:30,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8379999995231628,4.006999969482422,2021-05-02 23:03:35,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8379999995231628,4.006999969482422,2021-05-02 23:03:39,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8320000171661377,4.005000114440918,2021-05-02 23:27:23,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8320000171661377,4.005000114440918,2021-05-02 23:27:28,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8309999704360962,4.004000186920166,2021-05-02 23:35:23,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8309999704360962,4.004000186920166,2021-05-02 23:35:27,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8259999752044678,4.001999855041504,2021-05-02 23:43:22,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8259999752044678,4.001999855041504,2021-05-02 23:43:27,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8339999914169312,4.006999969482422,2021-05-02 23:59:21,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8339999914169312,4.006999969482422,2021-05-02 23:59:26,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005
3367.59716796875,0.8360000252723694,4.00600004196167,2021-06-02 00:15:17,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8360000252723694,4.00600004196167,2021-06-02 00:15:21,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8360000252723694,4.00600004196167,2021-06-02 00:15:26,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8360000252723694,4.00600004196167,2021-06-02 00:15:30,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8370000123977661,4.006999969482422,2021-06-02 00:23:19,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8370000123977661,4.006999969482422,2021-06-02 00:23:24,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8370000123977661,4.006999969482422,2021-06-02 00:23:28,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8370000123977661,4.006999969482422,2021-06-02 00:23:33,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8320000171661377,4.004000186920166,2021-06-02 00:39:18,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8320000171661377,4.004000186920166,2021-06-02 00:39:23,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8349999785423279,4.00600004196167,2021-06-02 00:47:17,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8349999785423279,4.00600004196167,2021-06-02 00:47:22,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 00:55:20,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 00:55:25,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8270000219345093,4.001999855041504,2021-06-02 01:03:14,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8270000219345093,4.001999855041504,2021-06-02 01:03:18,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.002999782562257,2021-06-02 01:11:19,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.002999782562257,2021-06-02 01:11:24,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.002999782562257,2021-06-02 01:19:19,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.002999782562257,2021-06-02 01:19:24,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.001999855041504,2021-06-02 01:35:18,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.001999855041504,2021-06-02 01:35:22,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8360000252723694,4.006999969482422,2021-06-02 01:43:17,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8360000252723694,4.006999969482422,2021-06-02 01:43:21,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:07:16,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:07:20,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.002999782562257,2021-06-02 02:15:09,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.002999782562257,2021-06-02 02:15:13,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8309999704360962,4.004000186920166,2021-06-02 02:23:14,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8309999704360962,4.004000186920166,2021-06-02 02:23:19,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:31:08,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:31:13,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:31:17,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8330000042915344,4.005000114440918,2021-06-02 02:31:22,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.002999782562257,2021-06-02 02:39:14,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.002999782562257,2021-06-02 02:39:18,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.001999855041504,2021-06-02 03:03:12,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8289999961853027,4.001999855041504,2021-06-02 03:03:16,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8230000138282776,3.999000072479248,2021-06-02 04:15:03,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8230000138282776,3.999000072479248,2021-06-02 04:15:07,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8230000138282776,3.997999906539917,2021-06-02 04:23:05,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8230000138282776,3.997999906539917,2021-06-02 04:23:10,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8280000090599059,4.000999927520752,2021-06-02 04:30:58,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8280000090599059,4.000999927520752,2021-06-02 04:31:03,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8240000009536743,4.0,2021-06-02 04:39:00,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8240000009536743,4.0,2021-06-02 04:39:05,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8249999880790709,4.001999855041504,2021-06-02 04:47:00,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8249999880790709,4.001999855041504,2021-06-02 04:47:05,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.004000186920166,2021-06-02 05:02:56,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8299999833106995,4.004000186920166,2021-06-02 05:03:00,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8259999752044678,4.001999855041504,2021-06-02 05:11:01,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
3367.59716796875,0.8259999752044678,4.001999855041504,2021-06-02 05:11:06,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006
